day,max_peak,multi,aggregation_interval,aggregation_type,C,C_reference,R,R_rel,q0,q10,q25,q50,q75,q90,q100,mean,std,var,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10,fft11,fft12,fft1n,fft2n,fft3n,fft4n,fft5n,fft6n,fft7n,fft8n,fft9n,fft10n,fft11n,fft12n
79,38,1,1800,0,-0,1.46759833,-1.46759833,-1,5.36399989,5.81939997,10.2963334,14.1869999,21.98,23.9772004,29.1233336,15.4191876,7.02260412,49.3169687,3.47504983,1.23576958,0.88050695,0.523509497,0.649584521,1.25115439,0.381899793,0.333436669,0.216881947,0,0,0,1,0.355612047,0.253379662,0.150648055,0.186928117,0.360039267,0.109897645,0.0959516225,0.0624111762,0,0,0
79,38,1,2700,0,-0,1.46759833,-1.46759833,-1,5.34399991,5.7680001,5.90250007,13.1783333,21.4833334,23.65,29.1233336,13.8357813,7.46680199,55.7531319,4.81855359,1.79480958,0.905124748,0.82878271,0.445629595,0.507282794,1.13764474,0.581929778,0.78565628,0,0,0,1,0.372478907,0.187841586,0.171998235,0.0924820253,0.105276985,0.23609673,0.12076856,0.163048157,0,0,0
79,38,1,3600,0,-0,1.46759833,-1.46759833,-1,5.5333333,6.56479999,10.2753334,14.2099999,21.9466666,24.0105003,29.1233336,15.6343195,7.0853682,50.2024425,4.23321141,2.22308739,1.13234387,1.41817868,1.46880413,0.651931065,1.05045833,0,0,0,0,0,1,0.525153878,0.267490507,0.335012487,0.346971599,0.1540039,0.24814691,0,0,0,0,0
80,38,1,5,0,0.0168493624,0.0168493624,0,0,5.09200003,5.44266666,6.48266656,14.449,19.848,24.212667,40.9299994,14.6754477,7.24886878,52.5460985,0.119598933,0.0307032886,0.0197119224,0.0136497379,0.00950787825,0.00790319809,0.00667762565,0.00553850822,0.00458097374,0.00382687917,0.00367141834,0.00324729033,1,0.256718749,0.164816874,0.114129261,0.0794980187,0.0660808409,0.0558334883,0.0463090101,0.0383027976,0.0319976029,0.0306977515,0.0271514991
80,38,1,10,0,0.0155316902,0.0168493624,-0.00131767217,-0.0782030879,5.09200003,5.44000006,6.4829999,14.4499998,19.8523332,24.2000004,40.721666,14.6732337,7.24836717,52.5388266,0.194382532,0.0447634772,0.0376181287,0.0242359439,0.0221647915,0.0183772536,0.0166955577,0.0119632874,0.0126030838,0.010377899,0.0100904777,0.00963654368,1,0.230285493,0.193526282,0.124681697,0.114026663,0.094541693,0.0858902162,0.0615450746,0.064836504,0.0533890515,0.0519104141,0.0495751526
80,38,1,30,0,0.0082474271,0.0168493624,-0.00860193528,-0.510519928,5.0999999,5.44699999,6.46999991,14.4325001,19.8610002,24.2608334,38.9600005,14.6665398,7.24636059,52.5097419,0.404618292,0.10722311,0.0730456208,0.0548635318,0.046574956,0.0454864094,0.0503934078,0.0416356052,0.0351947569,0.0311369663,0.0369428261,0.0339132293,1,0.264998177,0.180529705,0.135593306,0.11510838,0.112418075,0.12454555,0.102900946,0.0869826143,0.0769539263,0.0913029065,0.0838153635
80,38,1,60,0,0.0164948542,0.0168493624,-0.000354508172,-0.0210398568,5.0999999,5.44699997,6.44499993,14.3248333,19.8300002,24.2483337,38.9600005,14.6603512,7.26871726,52.8342505,0.564189615,0.249937478,0.119747053,0.114944754,0.0856369426,0.0752858427,0.0586518498,0.0686533383,0.0649157013,0.0731994736,0.0669530199,0.0646524356,1,0.44300262,0.212246114,0.203734261,0.15178752,0.133440674,0.103957691,0.121684867,0.115060078,0.129742682,0.118671131,0.114593452
80,38,1,300,0,-0,0.0168493624,-0.0168493624,-1,5.13,5.42899996,6.46199992,14.3725001,20.0083331,24.4580003,37.8799992,14.7175556,7.28182395,53.0249601,1.32714657,0.297679953,0.25105229,0.557513743,0.588435877,0.204182818,0.282416047,0.238336367,0.238811399,0.315208159,0.217783617,0.107238499,1,0.224300736,0.189166966,0.42008453,0.443384243,0.153850993,0.21279944,0.179585566,0.1799435,0.237508174,0.164099145,0.0808038096
80,38,1,900,0,-0,0.0168493624,-0.0168493624,-1,5.14999986,5.45673333,7.23599992,13.2920001,20.664,24.6125002,35.001667,14.810632,7.5646867,57.2244848,2.95102503,0.553675328,0.723668638,0.24441263,0.530071618,0.700429284,0.645107343,0.443975492,0.800927437,0.504674381,0,0,1,0.18762136,0.245226195,0.0828229607,0.179622881,0.237351184,0.218604497,0.150447891,0.271406521,0.171016639,0,0
80,38,1,1800,0,-0,0.0168493624,-0.0168493624,-1,5.14999986,5.34259992,8.15099982,13.2920001,20.4799998,25.5937997,33.3966672,15.0318889,7.87244995,61.9754683,4.27111288,2.17130239,0.592101506,0.714832017,0.778217028,0.78734905,0.779111549,0.500430463,0.389402863,0,0,0,1,0.508369235,0.138629327,0.167364347,0.182204744,0.184342833,0.182414179,0.117166293,0.0911712881,0,0,0
80,38,1,2700,0,-0,0.0168493624,-0.0168493624,-1,5.19333327,5.57299993,8.23999989,13.3525,20.1241669,24.7045004,25.8439997,14.5570312,6.83517645,46.719637,4.39289209,1.44256398,0.618961428,0.695821853,1.04023766,0.720366817,0.952285599,0.834588498,0.325927034,0,0,0,1,0.328385936,0.140900668,0.158397211,0.236800184,0.163984638,0.216778737,0.189986114,0.0741941817,0,0,0
80,38,1,3600,0,-0,0.0168493624,-0.0168493624,-1,5.19333327,5.2356,7.12199988,12.9594998,18.4343333,26.1225997,32.3566669,14.6436527,7.96141939,63.3841988,4.76483419,3.06718748,1.69594384,0.506371914,1.15467726,0.622004273,0.149874974,0,0,0,0,0,1,0.643713372,0.355929246,0.106272725,0.242333145,0.130540592,0.0314543945,0,0,0,0,0
81,38,1,5,0,-0,-0,0,0,5.22000015,5.50666674,6.56449997,13.3346668,21.1263337,25.6150001,32.7966668,14.9122451,7.3194147,53.5738316,0.112901089,0.0187563204,0.0108878682,0.00717354635,0.00533466145,0.00431300399,0.00343115857,0.00299422999,0.00242442147,0.00222130107,0.00197490606,0.00190128558,1,0.166130554,0.0964372294,0.0635383276,0.047250753,0.0382016156,0.0303908369,0.0265208248,0.0214738538,0.0196747533,0.0174923563,0.0168402768
81,38,1,10,0,-0,-0,0,0,5.22200015,5.50733331,6.56549997,13.3363332,21.1325001,25.6150004,32.6920012,14.9121353,7.31898978,53.5676114,0.183121911,0.042553376,0.0232297254,0.0144858933,0.0120661475,0.0101976829,0.00857040218,0.00670802209,0.00663579418,0.00572790494,0.00552922069,0.00553903907,1,0.232377305,0.126853883,0.0791051887,0.0658913366,0.0556879452,0.0468016205,0.0366314553,0.03623703,0.0312791895,0.030194206,0.0302478226
81,38,1,30,0,-0,-0,0,0,5.23000014,5.50900003,6.56366661,13.3601667,21.1316671,25.6350005,32.0999996,14.9166718,7.31844239,53.559599,0.388463541,0.0955703823,0.065888476,0.0566897305,0.04018971,0.0341773834,0.0303303188,0.0242358075,0.0223066081,0.0218888446,0.0171228676,0.0199082551,1,0.246021498,0.169613024,0.145933207,0.103458126,0.0879809293,0.0780776458,0.0623888857,0.0574226555,0.0563472303,0.0440784417,0.0512487094
81,38,1,60,0,-0,-0,0,0,5.23000014,5.50799997,6.55700002,13.3699999,21.1293336,25.6041674,32.0600004,14.9180188,7.30827958,53.4109505,0.557387474,0.221444523,0.0792982501,0.110208652,0.0780019873,0.0560853118,0.0602263249,0.0591040588,0.0447080628,0.0439662346,0.0485649334,0.0377713488,1,0.397290097,0.142267729,0.197723589,0.139942124,0.100621766,0.108051091,0.106037652,0.0802100243,0.0788791221,0.0871295743,0.0677649759
81,38,1,300,0,-0,-0,0,0,5.2700001,5.48299993,6.66699996,13.4100001,21.0776669,25.8239999,32.0100002,14.9820463,7.35830525,54.1446562,1.30358445,0.258034395,0.184063123,0.682518201,0.579771084,0.174437535,0.203696957,0.341441725,0.216225425,0.282603521,0.163287986,0.0422830455,1,0.197942216,0.141197697,0.523570375,0.444751456,0.133813759,0.156259118,0.261925282,0.165869902,0.216789576,0.125260765,0.0324359848
81,38,1,900,0,-0,-0,0,0,5.29333341,5.48699993,8.2766666,13.2665002,21.4533335,26.2859999,32.0100002,15.0323993,7.54060191,56.8606772,2.6415582,0.605083156,0.501116078,0.487771061,0.532793597,0.444560375,0.374993498,0.795964584,0.723520783,1.23561098,0,0,1,0.229062966,0.189704728,0.184652779,0.20169671,0.16829475,0.141959204,0.301323887,0.27389924,0.46775838,0,0
81,38,1,1800,0,-0,-0,0,0,5.375,5.50099999,5.88,13.4939999,22.8924999,27.3130001,32.0100002,15.8124445,8.34750929,69.6809113,4.29748628,1.66210835,0.605109381,1.08220098,1.0823355,0.50151206,0.666574654,0.866089411,0.0272222517,0,0,0,1,0.386762921,0.140805425,0.251821859,0.251853159,0.116698932,0.155108036,0.201533956,0.00633445926,0,0,0
81,38,1,2700,0,-0,-0,0,0,5.29333341,5.62000004,9.6019999,13.2665002,21.4516663,26.3564999,32.0100002,15.2503229,7.67430246,58.8949183,4.55217172,1.91058438,1.1777539,0.663503165,0.781592134,1.72575864,1.25754978,1.52906679,0.669614584,0,0,0,1,0.419708328,0.258723522,0.145755302,0.17169654,0.379106665,0.276252712,0.335898311,0.147097831,0,0,0
81,38,1,3600,0,-0,-0,0,0,5.375,5.47099991,5.67999995,13.4939999,23.4119998,28.0732006,30.9100002,15.7852222,8.64686334,74.7682457,5.4779835,1.99275598,1.70903,0.994079753,0.815866962,0.644553634,1.24108331,0,0,0,0,0,1,0.363775461,0.31198159,0.18146819,0.148935637,0.117662573,0.226558424,0,0,0,0,0
82,38,1,5,0,-0,-0,0,0,4.73000014,5.37000012,10.02,14.1099998,18.7563331,22.3583335,36.2600002,14.3105226,6.38936825,40.8240267,0.130316002,0.0262263405,0.0148347929,0.010188263,0.00764250278,0.00580526366,0.00470792538,0.00398251694,0.00345064144,0.0029259281,0.00265229984,0.0024859999,1,0.20125188,0.113837077,0.0781812117,0.0586459271,0.0445475886,0.0361269936,0.0305604597,0.0264790308,0.0224525619,0.020352833,0.0190767047
82,38,1,10,0,-0,-0,0,0,4.73000002,5.37333337,10.02,14.1041667,18.7544996,22.3616669,36.2600002,14.3104672,6.39047951,40.8382284,0.201657716,0.0588992037,0.0346999127,0.0180249509,0.0172386577,0.0127268788,0.0123892494,0.00931418216,0.00968130131,0.00773769058,0.00759511944,0.00750945952,1,0.29207513,0.17207332,0.0893838889,0.0854847411,0.0631112908,0.0614370213,0.0461880772,0.0480085835,0.0383704166,0.0376634209,0.0372386421
82,38,1,30,0,-0,-0,0,0,4.73333347,5.37266671,10.0240001,14.1110001,18.7661666,22.3455001,35.8440002,14.3065976,6.38577423,40.7781126,0.388902078,0.138056893,0.0781453087,0.0701402168,0.070619414,0.0421769042,0.0383696357,0.0433913113,0.030547148,0.0268937409,0.0258012161,0.0245932827,1,0.354991399,0.200938265,0.180354441,0.18158662,0.108451218,0.0986614314,0.111573873,0.0785471452,0.0691529883,0.0663437343,0.0632377251
82,38,1,60,0,-0,-0,0,0,4.73333347,5.37550006,10.0579999,14.0891666,18.7268332,22.3355,35.8440002,14.3046262,6.3723407,40.606726,0.595489483,0.172311684,0.148085392,0.126125661,0.0796336345,0.0846998363,0.0799240319,0.0716553858,0.0910694462,0.0752945616,0.0572859052,0.0525828956,1,0.289361422,0.248678433,0.211801661,0.133728028,0.142235654,0.13421569,0.120330229,0.152932082,0.126441463,0.0961996925,0.0883019719
82,38,1,300,0,-0,-0,0,0,4.7680001,5.36066674,10.1573334,14.1640003,19.4029999,22.6265003,31.8020004,14.4985486,6.41290977,41.1254117,1.25017813,0.279352566,0.260565895,0.651145763,0.622272933,0.216754678,0.202147808,0.261140069,0.385430016,0.252528207,0.150458657,0.182358417,1,0.22345021,0.208423015,0.520842387,0.497747414,0.173379035,0.161695204,0.208882288,0.308300078,0.20199378,0.120349775,0.145865946
82,38,1,900,0,-0,-0,0,0,4.7680001,5.32500005,10.3483335,14.3783336,18.2869999,23.4671002,29.6000004,14.3719514,6.27200006,39.3379847,2.14158912,0.630629447,0.59845729,0.519674671,0.64194234,0.659279683,0.337876487,0.743634746,0.963527522,1.06280002,0,0,1,0.294467992,0.279445429,0.242658438,0.299750468,0.307846018,0.157769053,0.347235023,0.44991241,0.496267005,0,0
82,38,1,1800,0,-0,-0,0,0,4.95000005,5.33499995,10.3483335,13.7511666,20.2749999,23.6330001,26.9060001,14.5952639,6.42339637,41.2600209,3.02906536,1.60131882,0.909640724,1.29483858,0.436811106,0.686607211,0.413679384,0.904045825,0.766194403,0,0,0,1,0.528651131,0.300304093,0.427471324,0.144206563,0.22667296,0.136569976,0.298457022,0.252947465,0,0,0
82,38,1,2700,0,-0,-0,0,0,5.0999999,5.31100006,9.70999996,13.966,18.2009998,24.4423995,26.6640005,14.3803333,6.59576793,43.5041546,3.68702989,2.04681028,1.13464667,1.18870274,0.776605726,1.40731151,1.73501347,1.32538994,0.259250017,0,0,0,1,0.555137966,0.307740025,0.322401168,0.210631795,0.381692461,0.47057212,0.359473609,0.0703140535,0,0,0
82,38,1,3600,0,-0,-0,0,0,4.95000005,5.21293324,8.11100001,13.1075001,19.311,23.5310002,24.0619995,13.8290695,6.46087131,41.7428581,3.75137236,1.36773741,1.76854499,0.497242349,1.44204329,1.69657515,0.438430606,0,0,0,0,0,1,0.364596548,0.471439467,0.132549452,0.384404199,0.452254532,0.116872057,0,0,0,0,0
83,38,1,5,0,-0,-0,0,0,4.50999999,4.7700001,4.984,7.20166675,11.0533333,12.0739998,17.9400001,8.15389931,3.43785529,11.818849,0.0925068837,0.027041381,0.0154855733,0.0103284017,0.0081578847,0.00602234443,0.00476417636,0.0039668078,0.00327915179,0.00292728685,0.00260424495,0.00247206738,1,0.292317501,0.167399146,0.111650088,0.0881867855,0.0651015815,0.0515007767,0.0428812175,0.0354476517,0.0316439894,0.0281519045,0.0267230641
83,38,1,10,0,-0,-0,0,0,4.51800003,4.7700001,4.98333335,7.22583342,11.0500001,12.0810001,17.9400001,8.15554528,3.43925511,11.8284757,0.124831284,0.060065951,0.0372025949,0.0169355766,0.0177237467,0.0142304021,0.0125329005,0.00931821946,0.00996031402,0.00874528078,0.00770800686,0.00780997253,1,0.481177065,0.298023008,0.135667727,0.141981609,0.113997081,0.100398714,0.074646508,0.079790207,0.0700568037,0.0617473969,0.0625642247
83,38,1,30,0,-0,-0,0,0,4.51800003,4.77083343,4.98666662,7.254,11.056,12.0490001,17.4583332,8.14924945,3.42871076,11.7560575,0.186694404,0.121280124,0.0683444811,0.0795090667,0.0697826767,0.039091394,0.0437437875,0.042206209,0.0351713241,0.0283723356,0.0231174619,0.0227964207,1,0.649618423,0.366076753,0.425878146,0.373780227,0.209387069,0.234306903,0.226071099,0.188389814,0.151972073,0.123825146,0.122105538
83,38,1,60,0,-0,-0,0,0,4.5200001,4.7710001,4.97899996,7.20166673,11.0635001,12.1129999,16.7619999,8.14138197,3.43267696,11.7832711,0.258780601,0.118758088,0.129153825,0.116295028,0.070336746,0.0803162888,0.0849354993,0.0858897709,0.0899025849,0.0799766583,0.0566322569,0.0614356608,1,0.458914182,0.499086194,0.449396236,0.27180069,0.310364411,0.328214321,0.331901891,0.347408517,0.309051984,0.218842744,0.237404429
83,38,1,300,0,-0,-0,0,0,4.5200001,4.7641667,4.96650003,7.41500008,11.1050001,12.5460999,16.715,8.16922918,3.51286886,12.3402476,0.283416927,0.186423311,0.149531016,0.212266452,0.747298755,0.221881252,0.205040414,0.200530586,0.448969341,0.225898625,0.182669361,0.153294576,0.379255185,0.249462895,0.200095363,0.28404497,1,0.296911043,0.274375425,0.268340587,0.600789629,0.302286901,0.244439537,0.205131582
83,38,1,900,0,-0,-0,0,0,4.5200001,4.78460009,4.99099995,6.53700008,11.1050001,13.3434998,16.715,8.20107988,3.57150011,12.755613,0.40075653,0.340345566,0.635549382,0.538245451,0.311852208,0.282243342,0.612951317,0.998643639,0.717980146,0.314453096,0,0,0.401300838,0.340807824,0.636412587,0.538976498,0.312275767,0.282626686,0.613783829,1,0.718955309,0.314880187,0,0
83,38,1,1800,0,-0,-0,0,0,4.5200001,4.81233331,5.00899993,6.42166668,11.1260001,13.0465001,16.1759999,8.23644445,3.58330215,12.8400543,0.481523094,0.267631644,1.02659878,1.87089811,0.795332898,0.939431889,0.691220868,0.278427162,0.297152793,0,0,0,0.25737537,0.143049824,0.548719769,1,0.425107543,0.502128835,0.369459386,0.148820056,0.158828956,0,0,0
83,38,1,2700,0,-0,-0,0,0,4.71000008,4.8525001,4.99099995,8.83799994,11.5050001,14.8261999,16.1759999,8.80417711,3.87962079,15.0514575,0.453168694,1.64108017,0.85511027,1.4163684,1.33003271,1.05982836,1.26049521,1.13235507,0.0100937893,0,0,0,0.276140496,1,0.521065506,0.863070816,0.810461752,0.645811447,0.768088748,0.690005939,0.00615069846,0,0,0
83,38,1,3600,0,-0,-0,0,0,4.73000002,4.98566656,5.03216663,5.42999989,11.228,11.9095,13.6249998,7.93929166,3.31256057,10.9730576,0.486555085,0.323449571,0.567471415,0.840358173,1.93765405,2.12420295,0.374541694,0,0,0,0,0,0.229053013,0.152268676,0.267145574,0.395611057,0.912179343,1,0.17632105,0,0,0,0,0
84,38,1,5,0,-0,-0,0,0,4.49000001,4.62,4.74400012,5.16633329,10.8700001,11.505,16.8679999,7.6789133,3.35435625,11.2517059,0.0819596314,0.0242883927,0.014652049,0.00955220302,0.00743018434,0.00565870793,0.00458371854,0.0038345498,0.00307594018,0.00275908045,0.00249311162,0.00233329655,1,0.296345802,0.178771534,0.116547657,0.0906566345,0.069042623,0.0559265392,0.0467858351,0.0375299417,0.0336638953,0.0304187754,0.0284688512
84,38,1,10,0,-0,-0,0,0,4.49000001,4.62,4.74500005,5.16999996,10.8718335,11.4963334,16.736667,7.67874113,3.35482229,11.2548326,0.110749791,0.0532825637,0.0322734512,0.0165361094,0.017103932,0.0126451613,0.0113411803,0.00888277735,0.00884716933,0.00786224275,0.00741985912,0.00740242753,1,0.481107578,0.291408687,0.149310525,0.154437601,0.114177744,0.102403627,0.0802058159,0.0798842982,0.0709910391,0.0669965969,0.0668392009
84,38,1,30,0,-0,-0,0,0,4.49000001,4.62,4.74500012,5.21833324,10.8700001,11.4920001,16.5959999,7.6841432,3.34487997,11.188222,0.15167366,0.112658311,0.0673316949,0.0708069498,0.0595405044,0.0352080857,0.0413094669,0.0366308051,0.028215058,0.0271891829,0.024453221,0.024584401,1,0.742767804,0.443924771,0.466837484,0.392556653,0.232130521,0.272357553,0.241510655,0.186024771,0.179261072,0.161222595,0.162087477
84,38,1,60,0,-0,-0,0,0,4.50999999,4.61666678,4.7458334,5.26583326,10.8689999,11.5056666,16.5400001,7.67992595,3.34743271,11.2053058,0.189567928,0.123619303,0.111328131,0.117538074,0.0747255545,0.0697091627,0.0775003968,0.0749334552,0.0676940208,0.071394949,0.053086657,0.0557340918,1,0.65211085,0.587273025,0.620031432,0.394188802,0.367726564,0.408826523,0.395285511,0.35709638,0.376619346,0.280040287,0.294005913
84,38,1,300,0,-0,-0,0,0,4.52166667,4.62810003,4.77533337,5.91133337,10.7425,11.2558333,16.4149997,7.5304734,3.07168927,9.43527499,0.154167886,0.183095259,0.162162593,0.208563044,0.556145131,0.193143937,0.177296568,0.152466903,0.370467959,0.181083405,0.168725068,0.119156829,0.277208011,0.329222084,0.291583228,0.3750155,1,0.347290529,0.318795504,0.274149489,0.666135399,0.325604587,0.303383161,0.214254917
84,38,1,900,0,-0,-0,0,0,4.52166667,4.62066679,4.77166671,6.63500004,10.8533332,11.2476,15.8000001,7.56822225,3.04386257,9.26509933,0.249526223,0.247856874,0.262381997,0.458427435,0.734917818,0.263458609,0.338521101,1.07584618,0.370186049,0.338313953,0,0,0.231934851,0.23038319,0.243884304,0.426108717,0.683106779,0.244885016,0.314655671,1,0.344088269,0.314463127,0,0
84,38,1,1800,0,-0,-0,0,0,4.52166667,4.60800014,4.76000005,6.29833328,10.7630001,11.2031999,15.7899998,7.36300699,2.98812174,8.92887151,0.180377032,0.321119123,0.503832614,1.47014517,0.611528851,0.397202036,0.863004896,0.745677616,0.278104179,0,0,0,0.122693347,0.218426813,0.342709431,1,0.415964943,0.270178786,0.58702019,0.507213595,0.189167835,0,0,0
84,38,1,2700,0,-0,-0,0,0,4.56666672,4.61866679,4.77166671,6.31999992,10.872,11.255,15.8000002,7.70955212,3.17432541,10.0763418,0.505657759,0.479914251,0.527133818,1.94174506,0.93252674,0.651371438,0.796273538,0.46395352,1.0554479,0,0,0,0.260414082,0.247156159,0.271474267,1,0.480251892,0.335456724,0.410081402,0.238936372,0.543556369,0,0,0
84,38,1,3600,0,-0,-0,0,0,4.59000015,4.62983345,4.76333338,5.52833337,10.1408333,11.2283998,11.3400002,7.08593059,2.76635264,7.65270693,0.278700071,1.05733888,0.985635108,0.632237413,0.406038143,1.9956967,0.178763934,0,0,0,0,0,0.139650515,0.529809403,0.493880212,0.31680035,0.203456839,1,0.0895747004,0,0,0,0,0
85,38,1,5,0,-0,-0,0,0,4.51333334,4.76626667,5.20000005,11.4060003,12.3299999,17.8337335,22.0300002,11.0172753,4.60272492,21.1850766,0.09191476,0.0170491466,0.0101649619,0.00660251733,0.0050071951,0.00412427743,0.00320493008,0.00273938158,0.00227701838,0.00201124007,0.00181284891,0.00175750925,1,0.18548867,0.110591182,0.0718330476,0.0544765073,0.0448706761,0.0348685029,0.0298035003,0.0247731526,0.0218815789,0.0197231534,0.0191210775
85,38,1,10,0,-0,-0,0,0,4.51333334,4.76666661,5.20000005,11.4055,12.3280001,17.8300001,21.7633332,11.0161938,4.60387984,21.1957096,0.144689276,0.0387785385,0.0210838078,0.0132736059,0.0115793144,0.00902273631,0.00763945511,0.00634313952,0.00597066521,0.00537604402,0.00531616373,0.00506429309,1,0.268012527,0.145717833,0.0917386991,0.0800288362,0.0623593991,0.0527990417,0.043839735,0.0412654302,0.0371557877,0.0367419334,0.0350011641
85,38,1,30,0,-0,-0,0,0,4.5220001,4.76400005,5.188,11.4099998,12.3199998,17.8299999,21.8149998,11.0132197,4.6060391,21.2155961,0.2815306,0.0945473084,0.0575513643,0.0545330958,0.033270522,0.0315044208,0.0277393954,0.0221025207,0.0213285269,0.0194474099,0.0172132601,0.0188601979,1,0.33583315,0.204423122,0.193702197,0.118177285,0.111904073,0.0985306584,0.0785084132,0.0757591782,0.0690774286,0.0611417022,0.0669916444
85,38,1,60,0,-0,-0,0,0,4.5220001,4.76533337,5.22083343,11.4066665,12.3450002,17.836,21.7633332,11.0362083,4.60858573,21.2390624,0.3895221,0.173429699,0.0845810782,0.102490089,0.0697581063,0.0529953473,0.0640767126,0.0557408758,0.0414178451,0.0408924995,0.0494634887,0.0374270441,1,0.445237123,0.21714064,0.263117519,0.179086389,0.136052222,0.16450084,0.143100676,0.106329898,0.104981205,0.126985064,0.0960845201
85,38,1,300,0,-0,-0,0,0,4.52666676,4.77066675,5.19199998,11.39,12.3003335,17.8364002,21.7633332,10.9671459,4.6226369,21.3687719,0.797397945,0.184974727,0.100453723,0.175682691,0.829356979,0.306471428,0.154817332,0.137304866,0.296821634,0.250897179,0.160011555,0.0450464805,0.961465286,0.223033907,0.121122418,0.211830003,1,0.369528968,0.186671525,0.16555581,0.357893696,0.302520127,0.192934476,0.0543149472
85,38,1,900,0,-0,-0,0,0,4.52666676,4.76350008,5.08499998,11.4699999,12.2208335,18.0558333,20.332,10.848941,4.64296467,21.557121,1.51269883,0.3696506,0.574350773,0.35730801,0.591160866,0.408174681,0.503027946,0.918938666,0.991436557,0.164247292,0,0,1,0.244364967,0.379686135,0.23620565,0.390798785,0.269832086,0.332536745,0.607482895,0.655409085,0.108578977,0,0
85,38,1,1800,0,-0,-0,0,0,4.52666676,4.73990012,5.09000009,11.4280001,12.3350001,18.1484,19.6500006,10.874757,4.67885608,21.8916942,1.8852637,0.894913164,1.21036238,0.919457062,1.00438386,0.56762452,0.587291358,0.870748382,0.240784735,0,0,0,1,0.474688588,0.642012243,0.487707402,0.532755106,0.301084946,0.311516822,0.461870868,0.127719393,0,0,0
85,38,1,2700,0,-0,-0,0,0,4.58666678,4.71040009,4.91800004,11.4699999,12.2950002,17.8109999,19.6500006,10.3649272,4.96353621,24.6366917,2.49248645,1.28529885,1.04564154,1.23019408,0.644950708,2.06160012,0.737778463,0.550191076,0.391572907,0,0,0,1,0.515669341,0.419517443,0.493560991,0.25875796,0.827125909,0.296000992,0.220739846,0.157101318,0,0,0
85,38,1,3600,0,-0,-0,0,0,4.60000008,4.79633328,7.88000014,11.4255001,12.3733332,18.2858,19.6500006,11.115375,4.52483592,20.4741401,2.05628847,0.800198112,1.21919496,1.36496324,0.959260149,1.61113414,0.819374983,0,0,0,0,0,1,0.389146817,0.592910467,0.663799491,0.466500767,0.783515624,0.39847278,0,0,0,0,0
86,38,1,5,0,-0,-0,0,0,4.62399988,4.78199997,5.25,11.3550001,11.8033332,17.7133334,21.5779996,10.6971344,4.54271901,20.636296,0.0972346105,0.0168668158,0.00978236714,0.00648441809,0.00491092352,0.00407117703,0.00314402288,0.00270333855,0.0022337414,0.00193358477,0.00174705938,0.00166233413,1,0.173465144,0.100605814,0.0666883742,0.0505059206,0.0418696286,0.0323344009,0.0278022253,0.0229726986,0.0198857666,0.0179674641,0.0170961154
86,38,1,10,0,-0,-0,0,0,4.62999988,4.78000004,5.25549999,11.355,11.8,17.714,21.3059998,10.6962588,4.5419649,20.6294451,0.156508511,0.0379071011,0.0204337984,0.0132973397,0.0107040189,0.00907366146,0.00730707684,0.00633436587,0.00566819817,0.00537696607,0.00500839535,0.00497033076,1,0.242204727,0.130560302,0.0849624063,0.0683925676,0.0579755146,0.0466880478,0.0404729802,0.0362165491,0.0343557423,0.0320007859,0.0317575749
86,38,1,30,0,-0,-0,0,0,4.62999988,4.78200004,5.25,11.3579999,11.8169998,17.7133336,20.8916665,10.7033803,4.54562667,20.6627218,0.287928236,0.116145913,0.0652939237,0.0470604186,0.0385827642,0.0295063487,0.025641882,0.0228649167,0.0202066191,0.0168229674,0.0176672497,0.0167737675,1,0.403384936,0.22677152,0.163444959,0.134001322,0.102478135,0.0890565037,0.07941186,0.0701793591,0.0584276403,0.0613599067,0.0582567649
86,38,1,60,0,-0,-0,0,0,4.62999988,4.78183336,5.2545,11.351,11.8189999,17.7190001,20.8916665,10.7072979,4.54445811,20.6520995,0.389764578,0.184602016,0.123544352,0.109299533,0.0746769038,0.0621942295,0.0503597719,0.0538097825,0.0439889787,0.0407481349,0.0422089713,0.0388315665,1,0.473624403,0.316971729,0.28042449,0.191594896,0.159568706,0.129205615,0.138057139,0.112860381,0.104545506,0.108293502,0.0996282593
86,38,1,300,0,-0,-0,0,0,4.65999985,4.79316668,5.29500005,11.3709999,11.8904997,17.7111669,20.5549997,10.7503588,4.5327166,20.5455198,0.808444282,0.207200122,0.130683372,0.403098109,0.559272895,0.288242927,0.216904199,0.250941083,0.213684276,0.190007855,0.268755502,0.0727234015,1,0.25629487,0.161647963,0.498609635,0.691789041,0.356540251,0.268298267,0.310399973,0.264315402,0.235029004,0.332435405,0.0899547479
86,38,1,900,0,-0,-0,0,0,4.69333327,4.81400004,5.291,11.401,13.7066666,17.8340002,20.5549997,10.9799062,4.81508187,23.1850135,1.56360866,0.352089989,0.48355338,0.166589709,0.316821361,0.464537534,0.420498696,0.655353486,0.722992274,0.951133991,0,0,1,0.22517782,0.309254734,0.106541818,0.202621902,0.297093221,0.26892835,0.419128841,0.462386972,0.608294144,0,0
86,38,1,1800,0,-0,-0,0,0,4.69333327,4.79700004,5.25700002,11.3339999,11.6519999,16.065,17.8800001,10.0230486,3.93990971,15.5228885,1.75336107,1.25891827,0.968208266,0.70950959,1.00566061,0.449382384,0.313894804,0.616663987,0.109993053,0,0,0,1,0.71800286,0.552201301,0.404656862,0.573561613,0.256297685,0.179024622,0.351703933,0.062732688,0,0,0
