day,max_peak,multi,aggregation_interval,aggregation_type,C,C_reference,R,R_rel,q0,q10,q25,q50,q75,q90,q100,mean,std,var,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10,fft11,fft12,fft1n,fft2n,fft3n,fft4n,fft5n,fft6n,fft7n,fft8n,fft9n,fft10n,fft11n,fft12n
116,38,1,30,1,2.05682425,2.07638082,-0.0195565726,-0.00941858661,5.26476653,5.47181102,6.45000003,18.9999332,28.0645501,34.6596666,50.4605336,19.429594,11.5820924,134.144865,0.556722604,0.144198469,0.123165458,0.113011451,0.0752353919,0.0620325372,0.0540976888,0.051670119,0.0366561415,0.0354647644,0.023465063,0.0252151258,1,0.259013138,0.221233084,0.202994184,0.135139819,0.111424499,0.0971717125,0.0928112468,0.0658427398,0.0637027564,0.0421485725,0.045292082
116,38,1,60,1,2.05666525,2.07638082,-0.0197155743,-0.00949516294,5.26288876,5.47987492,6.68755562,18.961875,28.096925,34.7013749,50.268389,19.4285036,11.537952,133.124335,0.846808168,0.257178462,0.174471835,0.110850869,0.131247907,0.0980956646,0.128820086,0.0792886896,0.0905123207,0.0612075738,0.0514451262,0.0628794625,1,0.303703331,0.206034663,0.130904345,0.15499131,0.115841661,0.152124284,0.0936324101,0.106886452,0.0722803299,0.0607518068,0.0742546717
116,38,1,300,1,1.89378012,2.07638082,-0.182600701,-0.0879418162,5.29319429,5.63476554,7.59485058,18.9049751,28.7454917,34.5393757,46.3921,19.4219145,11.3465888,128.745077,2.19710327,0.559854649,0.278775286,0.676544486,0.246813029,0.230420495,0.265129931,0.269232808,0.183496654,0.147518739,0.227711123,0.250938875,1,0.2548149,0.126883106,0.307925666,0.112335653,0.104874677,0.120672494,0.122539897,0.0835175375,0.0671423785,0.10364152,0.114213509
116,38,1,900,1,1.87058466,2.07638082,-0.205796165,-0.0991129191,5.4565536,6.27676387,8.24114728,18.4229555,28.4861472,33.9237508,44.0986797,19.423362,11.1881936,125.175676,3.77216108,1.49712257,0.915761526,0.527551241,0.412378905,0.311351502,0.259176473,0.330791148,0.490844787,0.591169873,0,0,1,0.396887232,0.242768404,0.139853848,0.109321659,0.0825392912,0.0687076897,0.087692742,0.130122966,0.156719149,0,0
116,38,1,1800,1,0.653841544,2.07638082,-1.42253928,-0.685105191,6.98438621,7.31479662,7.59351854,19.3348255,29.1246264,34.2025094,39.2684526,19.4335716,11.0482443,122.063702,4.99463268,1.91190924,1.33169535,0.844021575,1.05103987,0.332305399,0.473883542,0.300671622,0.00379148965,0,0,0,1,0.382792762,0.266625283,0.168985715,0.210433866,0.0665325001,0.0948785571,0.0601989457,0.00075911281,0,0,0
116,38,1,2700,1,-0,2.07638082,-2.07638082,-1,6.74332845,7.19557545,7.86232422,19.4954433,28.9868056,33.2422097,37.1385759,19.4325395,10.963125,120.190109,7.28452797,1.49783487,1.53006219,1.52798874,1.06406937,0.287620983,0.601064595,0.370209363,0.170906972,0,0,0,1,0.205618658,0.210042736,0.209758099,0.146072522,0.0394838188,0.0825124974,0.0508213249,0.0234616398,0,0,0
116,38,1,3600,1,-0,2.07638082,-2.07638082,-1,7.206682,7.35658817,7.77188787,20.3760942,29.6031331,33.4057103,36.660387,19.435252,10.9276589,119.413729,7.2766212,1.46640171,1.41540765,1.29748733,0.880205418,0.697895377,0.37635266,0,0,0,0,0,1,0.201522337,0.194514406,0.178309038,0.120963479,0.095909263,0.0517207987,0,0,0,0,0
117,38,1,5,1,0.471815295,0.471815295,0,0,4.41419997,5.54500008,6.1066668,12.8586002,20.7499999,27.3669667,47.6537999,14.8686039,8.71333718,75.9222448,0.136067562,0.0258476207,0.0147152568,0.0103145814,0.0077149437,0.00564393886,0.00461012683,0.00376733754,0.00303856202,0.00219362467,0.00205053952,0.00168002967,1,0.189961666,0.108146693,0.0758048522,0.0566993603,0.0414789447,0.03388116,0.0276872569,0.0223312742,0.0161215843,0.01507001,0.0123470257
117,38,1,10,1,0.467077036,0.471815295,-0.00473825852,-0.0100426132,4.41589996,5.54571669,6.11775019,12.8572502,20.7488835,27.3386001,47.0598997,14.8688592,8.70946656,75.8548078,0.228667372,0.0428679334,0.0291345731,0.021677622,0.0155426291,0.0122012765,0.0100817778,0.00873928993,0.00708913186,0.00673753175,0.00581672541,0.00515047633,1,0.187468518,0.127410277,0.0947998039,0.0679704718,0.0533581877,0.0440892714,0.0382183512,0.0310019388,0.0294643337,0.0254374962,0.0225238795
117,38,1,30,1,0.464014797,0.471815295,-0.00780049792,-0.0165329484,4.42143329,5.54864459,6.14863349,12.8653168,20.7787499,27.3807832,45.6994666,14.8697031,8.69085999,75.5310474,0.483658718,0.112437833,0.0845940153,0.0550737707,0.0356412041,0.0296903443,0.0315414464,0.0254304861,0.0197909344,0.0200745331,0.0186177998,0.0139680365,1,0.232473497,0.174904353,0.113869075,0.0736908128,0.0613869722,0.0652142622,0.0525794018,0.0409192135,0.0415055749,0.0384936715,0.0288799437
117,38,1,60,1,0.44179582,0.471815295,-0.0300194746,-0.0636254801,4.42349997,5.55222503,6.3155,12.8705002,20.7997083,27.3064498,44.5724667,14.8709543,8.66933232,75.1573228,0.741278729,0.219813015,0.147730907,0.0704082926,0.102287502,0.059371169,0.0487943826,0.055312353,0.0334591566,0.0290682484,0.0366874453,0.0276362549,1,0.296532203,0.199291982,0.0949822109,0.137987909,0.0800929079,0.0658246091,0.074617483,0.0451370791,0.0392136551,0.0494921059,0.0372818669
117,38,1,300,1,0.242910649,0.471815295,-0.228904646,-0.485157323,4.45930004,5.63519041,7.06312451,12.8594468,20.8684033,27.909511,40.82748,14.8708394,8.52362229,72.652137,1.68375479,0.439002678,0.357966655,0.677860559,0.317021326,0.191857174,0.19644512,0.197099837,0.214273469,0.120811214,0.110436765,0.149448066,1,0.260728392,0.21260023,0.402588646,0.188282361,0.11394603,0.116670861,0.117059704,0.127259308,0.0717510737,0.0655895773,0.0887588068
117,38,1,900,1,-0,0.471815295,-0.471815295,-1,4.84590296,6.32882284,7.74181961,13.4385387,20.9546927,27.1042966,35.9523715,14.8714505,8.26534816,68.3159802,3.39282141,0.714730711,0.573487767,0.399772632,0.325441806,0.183190488,0.363311961,0.376781818,0.515733143,0.542440934,0,0,1,0.210659691,0.169029754,0.117828964,0.0959207003,0.0539935545,0.107082548,0.111052653,0.152007159,0.159879011,0,0
117,38,1,1800,1,-0,0.471815295,-0.471815295,-1,5.96452784,6.43685184,7.59754524,13.6589719,21.7223071,27.4500517,33.4812223,14.8468322,8.09984522,65.6074926,4.59875582,1.45894438,0.665728542,0.340896893,0.507400049,0.30504641,0.120492127,0.173811285,0.042017069,0,0,0,1,0.317247629,0.144762751,0.07412807,0.110334201,0.0663323781,0.0262010274,0.0377952846,0.00913661665,0,0,0
117,38,1,2700,1,-0,0.471815295,-0.471815295,-1,6.12463116,6.80561307,7.83967542,13.2868333,21.6441518,26.5951658,32.9183957,14.8560552,8.08960338,65.4416829,5.0968512,2.93103117,0.95446153,0.473348914,0.625150095,0.416398158,0.373392137,0.52111515,0.38466263,0,0,0,1,0.575067048,0.187264939,0.0928708522,0.122654178,0.0816971385,0.0732593757,0.102242567,0.0754706417,0,0,0
117,38,1,3600,1,-0,0.471815295,-0.471815295,-1,6.74057547,7.36888779,7.58614564,13.2093794,22.1589134,25.9321362,33.1865278,14.8934096,8.05098135,64.8183006,5.03795795,2.91172614,0.881475109,0.704769554,0.614675488,0.597293124,0.291883619,0,0,0,0,0,1,0.57795761,0.174966746,0.139891909,0.122008856,0.118558577,0.0579368906,0,0,0,0,0
118,38,1,5,1,-0,-0,0,0,4.39239998,4.51239999,4.68000007,5.0799998,10.6618499,11.09064,17.8918001,7.17783704,3.0648897,9.3935489,0.0709897339,0.0158242215,0.00997819072,0.00642550913,0.00475831833,0.0036558387,0.00291694385,0.00236457496,0.00179864922,0.00152236465,0.00125665476,0.00113441036,1,0.222908591,0.140558221,0.0905132161,0.0670282598,0.0514981322,0.0410896575,0.0333086889,0.0253367511,0.0214448564,0.0177019224,0.0159799213
118,38,1,10,1,-0,-0,0,0,4.39449998,4.51299999,4.68199995,5.08218325,10.6597334,11.0925,17.7496667,7.17783122,3.06008175,9.36410032,0.106761236,0.0348648937,0.0189054423,0.0122077255,0.0104026689,0.00848667539,0.00652835177,0.00522746656,0.00457621729,0.00398412264,0.00363381338,0.00350772441,1,0.326568845,0.177081523,0.114346048,0.097438633,0.0794921049,0.0611490836,0.048964088,0.0428640343,0.037318064,0.0340368237,0.0328557867
118,38,1,30,1,-0,-0,0,0,4.39999998,4.51611665,4.68883336,5.10268337,10.6416667,11.0718168,17.4988332,7.17712076,3.03596888,9.21710706,0.202200677,0.0576870881,0.057518287,0.0445072439,0.0289616275,0.0264200821,0.0215138755,0.0156824327,0.0146932601,0.0135273498,0.0109469612,0.0108056651,1,0.285296216,0.284461397,0.220114218,0.1432321,0.130662679,0.106398632,0.0775587544,0.0726667208,0.0669006155,0.0541390927,0.0534403015
118,38,1,60,1,-0,-0,0,0,4.40681664,4.52084999,4.69790003,5.19708326,10.6184833,11.0430834,17.4319332,7.17606328,2.98634082,8.91823148,0.257679353,0.142255634,0.0538545814,0.058797207,0.0645746808,0.0427401172,0.0392366387,0.0410419334,0.0268549438,0.0249679558,0.0276261221,0.0222758302,1,0.552064543,0.208998434,0.228179737,0.250600911,0.165865509,0.152269238,0.159275211,0.104218454,0.0968954458,0.107211236,0.0864478662
118,38,1,300,1,-0,-0,0,0,4.41970553,4.57447664,4.8237083,5.77817223,9.39939996,10.7596669,15.7573134,7.16754832,2.61815117,6.85471555,0.325505461,0.115877105,0.0498646666,0.126599416,0.605520916,0.0756088593,0.0327685421,0.0374006715,0.294648999,0.0913005781,0.0525736242,0.00923795347,0.537562704,0.191367633,0.0823500316,0.209075215,1,0.124865809,0.0541162843,0.06176611,0.486604165,0.150780222,0.0868237955,0.0152562087
118,38,1,900,1,-0,-0,0,0,4.64924444,5.01074939,6.11658798,7.2467459,8.02135838,8.71656357,12.3314055,7.15690598,1.59966537,2.55892928,0.538287343,0.242091332,0.171660328,0.15135263,0.108780531,0.0699042679,0.0665739072,0.45737447,0.314622937,0.114741918,0,0,1,0.449743683,0.318900919,0.281174417,0.202086362,0.129864224,0.123677266,0.849684607,0.584488826,0.213161091,0,0
118,38,1,1800,1,-0,-0,0,0,6.01596221,6.33138998,6.47919269,6.79976166,7.31008831,8.72662412,11.0482489,7.169302,1.17487256,1.38032553,0.517496501,0.514026206,0.322479938,0.244335027,0.111971535,0.120211845,0.104889453,0.0654361889,0.0532167169,0,0,0,1,0.99329407,0.623153852,0.472148171,0.216371578,0.232294992,0.202686304,0.126447597,0.102834931,0,0,0
118,38,1,2700,1,-0,-0,0,0,6.20595558,6.40998758,6.64698609,6.86743868,7.22116204,8.68441352,10.9044741,7.18422583,1.0677509,1.14009198,0.412017335,0.637527264,0.445997595,0.273216591,0.158849567,0.0770093461,0.100728045,0.105807449,0.0797843313,0,0,0,0.646274062,1,0.699574152,0.428556717,0.249165135,0.120793808,0.157998019,0.16596537,0.12514654,0,0,0
118,38,1,3600,1,-0,-0,0,0,6.11548332,6.33249499,6.5037661,6.88822082,7.32152537,9.16637895,10.4114064,7.15085025,1.06531855,1.1349036,0.41961251,0.613298324,0.442891305,0.233560579,0.201395081,0.209518358,0.0102561618,0,0,0,0,0,0.684189885,1,0.722146608,0.38082703,0.32838029,0.341625518,0.0167229575,0,0,0,0,0
119,38,1,5,1,-0,-0,0,0,4.19273339,4.60680002,4.76239999,5.31333327,10.8574501,11.4699999,17.5,7.34579423,3.11311376,9.69147729,0.0722256432,0.0168559929,0.00979640743,0.00643655386,0.00484943379,0.0036494494,0.00284072202,0.00231289533,0.00181044954,0.001486342,0.00121938377,0.00110260802,1,0.233379617,0.13563614,0.0891172937,0.0671428259,0.0505284444,0.0393312111,0.0320231877,0.0250665755,0.0205791452,0.0168829755,0.0152661572
119,38,1,10,1,-0,-0,0,0,4.19530005,4.60930001,4.76404999,5.31884999,10.8599501,11.4659001,17.5022,7.34584527,3.10821446,9.66099711,0.105901754,0.0382440094,0.021168334,0.011902561,0.0107288513,0.00793066217,0.00631013288,0.00541310029,0.00463742816,0.0039900353,0.00346129448,0.00336291515,1,0.361127253,0.199886529,0.112392482,0.101309478,0.0748869768,0.0595847818,0.0511143593,0.043789909,0.0376767632,0.0326840148,0.0317550469
119,38,1,30,1,-0,-0,0,0,4.19706672,4.6158389,4.77396664,5.42111662,10.8521502,11.4709944,17.2501666,7.34658087,3.08542615,9.51985454,0.199945995,0.0627644829,0.0524682122,0.0498136061,0.0324403711,0.0277674577,0.023496805,0.0210169793,0.0136773738,0.0120398463,0.0116436559,0.0121606495,1,0.313907177,0.262411918,0.249135303,0.162245665,0.138874788,0.117515757,0.10511328,0.0684053401,0.0602154908,0.058234004,0.06081967
119,38,1,60,1,-0,-0,0,0,4.20375004,4.63307778,4.78529161,5.64220828,10.8402834,11.4418362,17.04625,7.34770536,3.03412214,9.20589716,0.257453142,0.140010521,0.0476697021,0.0732843993,0.0688302776,0.0292149777,0.0452903531,0.0466292114,0.0246897086,0.0302792787,0.0267290813,0.0242559551,1,0.543829139,0.185158751,0.284651408,0.2673507,0.113476874,0.175916879,0.181117274,0.0958998147,0.117610834,0.10382115,0.0942150287
119,38,1,300,1,-0,-0,0,0,4.23438891,4.70024669,4.91410664,6.27663996,9.71803893,11.0626268,14.8434167,7.35673338,2.65650791,7.05703428,0.270865033,0.0986905879,0.0841202457,0.135917222,0.633354928,0.0667724678,0.0450375737,0.0698954481,0.313468722,0.0653248373,0.0546681489,0.033616846,0.42766705,0.155821931,0.132816912,0.214598823,1,0.105426618,0.0711095338,0.110357471,0.494933738,0.103140963,0.0863151868,0.0530774207
119,38,1,900,1,-0,-0,0,0,4.57473889,5.11813302,6.13049947,7.37725372,8.4147382,9.29890334,11.6772056,7.34130852,1.59749451,2.55198871,0.349036752,0.295105285,0.087885161,0.137418256,0.0701894172,0.0430913555,0.0665593752,0.279488578,0.661230088,0.127851946,0,0,0.527859754,0.446297423,0.132911618,0.207822147,0.106149763,0.0651684736,0.100659931,0.422679764,1,0.193354701,0,0
119,38,1,1800,1,-0,-0,0,0,5.94355928,6.49876826,6.646424,7.22560281,7.56617503,8.74147626,9.96379442,7.32349415,0.905442385,0.819825912,0.374275959,0.371905852,0.180817255,0.202023485,0.0899056342,0.157282586,0.128977155,0.0531690912,0.0134674312,0,0,0,1,0.993667486,0.483112126,0.539771469,0.240212154,0.420231601,0.344604434,0.142058526,0.0359826243,0,0,0
119,38,1,2700,1,-0,-0,0,0,6.0979173,6.40715017,6.71019503,7.17919261,7.65982481,8.43978148,10.2768422,7.33440694,0.914397958,0.836123626,0.33695473,0.309898451,0.484349511,0.321587985,0.203457731,0.214815577,0.0775115431,0.112454688,0.00150660423,0,0,0,0.695685083,0.63982402,1,0.663958522,0.420063871,0.443513562,0.160032252,0.232176736,0.00311057242,0,0,0
119,38,1,3600,1,-0,-0,0,0,6.57052687,6.63163019,6.83995349,7.11805789,7.34183673,8.49631677,10.5511987,7.36120954,0.900332756,0.810599071,0.331876426,0.296803398,0.446886796,0.413636714,0.225546949,0.147678061,0.091807518,0,0,0,0,0,0.742640931,0.664157906,1,0.925596186,0.504707123,0.330459664,0.205437974,0,0,0,0,0
120,38,1,5,1,0.0199352861,0.0199352861,0,0,4.17513329,4.45333326,7.12,15.3887665,24.1580002,28.5670005,41.0166667,16.4162945,8.99798585,80.9637493,0.123379202,0.0199132944,0.0119700046,0.00777845674,0.00574686087,0.00472122099,0.00346170663,0.00267097821,0.0025881687,0.00185583733,0.00140401817,0.00135807985,1,0.161399118,0.0970180093,0.0630451212,0.0465788462,0.0382659387,0.0280574568,0.0216485288,0.0209773499,0.0150417355,0.0113796989,0.0110073645
120,38,1,10,1,0.0199055044,0.0199352861,-2.97817304e-05,-0.00149392039,4.17649995,4.45479999,7.1229,15.37425,24.1744166,28.5659835,40.3858333,16.4162121,8.99570289,80.9226705,0.202474209,0.0437819169,0.0240224926,0.0149718032,0.0119440947,0.0107270066,0.00738073977,0.00672891888,0.00545448187,0.00444091809,0.00446492758,0.0038534904,1,0.216234538,0.118644704,0.0739442484,0.0589906971,0.0529796198,0.0364527404,0.0332334618,0.026939144,0.0219332532,0.0220518337,0.0190320062
120,38,1,30,1,0.0179768076,0.0199352861,-0.00195847852,-0.0982418067,4.19249996,4.46416115,7.12375568,15.4435,24.1528666,28.5297275,39.0482224,16.4159425,8.98476021,80.725916,0.4252562,0.11122047,0.0670164995,0.0534394492,0.0410944603,0.0292573928,0.0244244587,0.0207346442,0.0174310441,0.0142034495,0.0134182611,0.0119331224,1,0.261537563,0.157590882,0.125664127,0.096634594,0.0687994502,0.0574346917,0.0487580056,0.040989512,0.0333997471,0.031553358,0.0280610191
120,38,1,60,1,0.0159083653,0.0199352861,-0.00402692074,-0.201999647,4.1948611,4.46946113,7.12416679,15.5849138,24.1689417,28.4807832,38.6683666,16.4155459,8.96782171,80.4218262,0.657593618,0.187163008,0.10790643,0.108225322,0.0719250261,0.0548680625,0.0507721886,0.0468324797,0.0362452403,0.0340145928,0.0246646832,0.0285636752,1,0.284618042,0.164092879,0.164577817,0.109376101,0.0834376445,0.0772090653,0.0712179658,0.0551179929,0.0517258561,0.0375074857,0.0434366674
120,38,1,300,1,-0,0.0199352861,-0.0199352861,-1,4.20828333,4.65462566,7.39079996,16.7386832,24.291045,28.3178377,36.8457723,16.4070556,8.84589581,78.2498727,1.53662871,0.428458715,0.22077589,0.503874331,0.382644126,0.150070814,0.145699117,0.175707212,0.200936721,0.104070737,0.108983773,0.0672739794,1,0.278830345,0.143675495,0.327908965,0.249015343,0.0976623781,0.0948173855,0.114345912,0.130764653,0.0677266644,0.0709239469,0.0437802436
120,38,1,900,1,-0,0.0199352861,-0.0199352861,-1,4.34534441,5.94797811,7.85357003,16.4074135,24.5469278,27.7144622,35.1765927,16.376806,8.7036964,75.754331,2.98745031,0.717988628,0.65929509,0.416741689,0.231826058,0.271551069,0.200453866,0.234130457,0.502408642,0.640305893,0,0,1,0.240334919,0.22068822,0.139497446,0.0775999712,0.0908972672,0.0670986444,0.0783713309,0.168173054,0.214331897,0,0
120,38,1,1800,1,-0,0.0199352861,-0.0199352861,-1,4.69230553,6.51412493,7.04294112,17.2310828,24.1956519,27.6888641,31.1883917,16.3562605,8.56340087,73.3318345,4.3540462,0.748441158,0.691039536,0.661929998,0.583043802,0.325819778,0.415195182,0.233631831,0.145547571,0,0,0,1,0.171895548,0.158712036,0.152026407,0.133908502,0.0748314931,0.0953584696,0.0536585559,0.0334281182,0,0,0
120,38,1,2700,1,-0,0.0199352861,-0.0199352861,-1,5.80171667,6.55772094,6.97679633,16.9535745,24.2640209,27.2065383,31.3855237,16.3766477,8.53021386,72.7645485,5.76239662,1.06456414,0.887204474,0.537441065,0.777736013,0.235290051,0.566961437,0.51675551,0.179821489,0,0,0,1,0.184743296,0.153964493,0.0932669339,0.134967456,0.0408319778,0.0983898669,0.0896771854,0.0312060243,0,0,0
120,38,1,3600,1,-0,0.0199352861,-0.0199352861,-1,6.26555556,6.34281406,6.99398698,17.0912914,24.0087347,27.1835174,30.1484959,16.3644343,8.52082838,72.6045163,5.75855905,0.968952805,0.86961795,0.575487777,0.548185032,0.357109244,0.356202967,0,0,0,0,0,1,0.168263067,0.151013117,0.0999360729,0.0951948268,0.0620136463,0.0618562671,0,0,0,0,0
121,38,1,5,1,0.513867116,0.513867116,0,0,5.07666663,6.57463993,6.98000002,16.6182002,25.3829828,28.997947,44.4749992,17.1675631,9.07685831,82.3893568,0.12445344,0.026604458,0.0149538125,0.0106879966,0.00777646784,0.00557037545,0.00449139451,0.00362106434,0.00286694735,0.00210705087,0.00195036579,0.00163550222,1,0.213770371,0.12015588,0.0858794795,0.0624849571,0.0447587102,0.0360889544,0.0290957353,0.0230363046,0.016930435,0.0156714494,0.0131414786
121,38,1,10,1,0.509988536,0.513867116,-0.00387857919,-0.00754782525,5.08166659,6.57824993,6.98000026,16.6215833,25.3905331,29.0056002,44.4424993,17.1669322,9.07311697,82.3214515,0.204737885,0.0436162818,0.0300445878,0.0221275959,0.0155905968,0.01264278,0.0117815243,0.00720338567,0.00681623514,0.00633197269,0.00511517911,0.00540115523,1,0.213034739,0.146746597,0.108077682,0.0761490567,0.0617510533,0.0575444271,0.0351834527,0.0332924957,0.0309272156,0.0249840381,0.0263808295
121,38,1,30,1,0.509988536,0.513867116,-0.00387857919,-0.00754782525,5.09143335,6.58626658,6.9869168,16.6275164,25.370022,29.0489446,44.3908882,17.1670984,9.05712732,82.0315553,0.448162695,0.0969351171,0.0650165349,0.0528902187,0.0396771807,0.0338478578,0.0282003002,0.0283493562,0.0215890122,0.0191017675,0.0183511531,0.020457702,1,0.21629448,0.145073509,0.118015666,0.088532984,0.0755258263,0.0629242472,0.0632568406,0.0481722652,0.0426223952,0.0409475248,0.0456479359
121,38,1,60,1,0.48089031,0.513867116,-0.0329768052,-0.0641737993,5.09365,6.60307785,7.0177501,16.6413917,25.3537223,29.1972501,44.376333,17.1673281,9.03412975,81.6155004,0.683283254,0.205086831,0.104170905,0.0845219544,0.067073386,0.0533329821,0.0529763104,0.0416305251,0.0338009544,0.0351495475,0.0286055513,0.0277233753,1,0.300149067,0.1524564,0.123699731,0.0981633688,0.0780539869,0.07753199,0.0609271849,0.0494684368,0.0514421322,0.0418648505,0.0405737666
121,38,1,300,1,0.427745314,0.513867116,-0.0861218019,-0.167595472,5.18206221,6.6829563,7.74137172,16.6934517,25.4612699,29.2476571,42.9789555,17.1691766,8.92038202,79.5732154,1.61806735,0.341231648,0.21121351,0.619913159,0.389768859,0.152621968,0.159417959,0.203613248,0.232104278,0.124199125,0.0804075463,0.0410886541,1,0.210888409,0.130534437,0.383119504,0.240885436,0.0943236189,0.0985236857,0.125837314,0.143445375,0.076757698,0.0496935721,0.0253936613
121,38,1,900,1,-0,0.513867116,-0.513867116,-1,5.38110225,6.90431334,8.89797334,17.5199492,25.3832962,29.3279661,34.8972096,17.1741426,8.75054079,76.5719641,3.14146207,0.661598091,0.610142518,0.347221039,0.232094824,0.221781856,0.203089965,0.264217054,0.691300968,0.657696767,0,0,1,0.210601967,0.194222469,0.110528484,0.073881148,0.0705982919,0.064648231,0.0841063965,0.22005708,0.209360086,0,0
121,38,1,1800,1,-0,0.513867116,-0.513867116,-1,5.8723352,7.48773473,8.82203558,16.7341917,24.7920836,28.9968345,31.7071222,17.1820361,8.56562965,73.3700113,4.25264203,1.24481961,0.740640648,0.490101583,0.507450462,0.236790195,0.228231782,0.221193334,0.0403757959,0,0,0,1,0.292716763,0.17416012,0.115246376,0.119325929,0.0556807258,0.0536682327,0.0520131562,0.00949428511,0,0,0
121,38,1,2700,1,-0,0.513867116,-0.513867116,-1,6.4056567,7.74352522,8.7160141,16.3637095,25.2158261,28.731018,32.0005729,17.1844933,8.63315974,74.5314471,5.75043749,1.70185129,0.838822583,0.504625763,0.679905805,0.765585218,0.847779449,0.379752219,0.070440953,0,0,0,1,0.29595162,0.14587109,0.0877543256,0.118235492,0.133135126,0.147428687,0.0660388396,0.0122496685,0,0,0
121,38,1,3600,1,-0,0.513867116,-0.513867116,-1,6.79473373,8.15982523,8.70386339,16.1288545,24.9776499,28.4392251,30.1509931,17.2024662,8.60306001,74.0126415,5.73121803,1.71987309,0.90135969,0.383837616,0.4825822,0.798182418,0.371284768,0,0,0,0,0,1,0.300088583,0.157271925,0.066973131,0.0842023803,0.139269247,0.0647828728,0,0,0,0,0
122,38,1,5,1,7.51121477,7.51121477,0,0,5.04199996,5.33800003,6.17999995,15.9600332,27.1151001,29.6286,57.1173343,17.4707804,10.8773098,118.315868,0.151804842,0.0352756149,0.0176823679,0.0131892547,0.0103183291,0.0078855079,0.00507198003,0.00412735911,0.00355825477,0.00271342812,0.0028331977,0.00224227042,1,0.232374768,0.116480922,0.0868829646,0.0679710145,0.0519450355,0.0334111875,0.0271885867,0.0234396658,0.0178744504,0.0186634212,0.0147707438
122,38,1,10,1,7.51356963,7.51121477,0.00235485095,0.000313511333,5.04900001,5.34016675,6.18265006,15.9617502,27.1236331,29.6377501,57.2366673,17.4705332,10.8732758,118.228126,0.239295273,0.0635571689,0.0432656988,0.0260555241,0.0172380648,0.0161684884,0.0134186976,0.011749572,0.0103552798,0.00899451066,0.00647955664,0.00748347233,1,0.265601439,0.180804653,0.108884408,0.0720367962,0.0675671031,0.0560758993,0.0491007275,0.0432740675,0.0375874983,0.0270776625,0.0312729635
122,38,1,30,1,7.49073675,7.51121477,-0.0204780284,-0.0027263271,5.05476665,5.35258897,6.19205006,15.9688057,27.1116665,29.6454666,56.1755,17.4697176,10.8499883,117.722247,0.506616599,0.121906713,0.0830368484,0.0992294085,0.0458969848,0.0345207311,0.0426571831,0.041590456,0.0339135151,0.0214892817,0.0227288852,0.0191064404,1,0.240629134,0.163904713,0.195866872,0.0905951065,0.0681397553,0.0842001292,0.0820945387,0.0669411843,0.0424172475,0.0448640753,0.0377138065
122,38,1,60,1,7.45612261,7.51121477,-0.0550921607,-0.00733465389,5.06596667,5.36847781,6.20674994,15.9600833,27.1410583,29.6683334,55.497667,17.4685017,10.8267231,117.217933,0.80285178,0.206375606,0.155949308,0.0836948856,0.101748142,0.0668705642,0.0675734811,0.11200056,0.0462713811,0.0470602489,0.0461786029,0.0322461245,1,0.257053184,0.194244208,0.104246995,0.126733407,0.0832912947,0.0841668198,0.139503408,0.0576337778,0.0586163598,0.057518217,0.0401644803
122,38,1,300,1,6.93034709,7.51121477,-0.580867689,-0.0773333883,5.07870555,5.53702465,6.49461119,16.0254418,27.1064601,29.8130489,51.6953966,17.4632029,10.6925374,114.330356,2.16890612,0.567320721,0.212988159,0.414935822,0.413320517,0.11891722,0.197267777,0.158943144,0.222601455,0.130000613,0.136176198,0.0588383922,1,0.261569976,0.0982007276,0.191311103,0.190566348,0.0548282009,0.0909526581,0.0732826298,0.102633052,0.0599383312,0.0627856584,0.0271281416
122,38,1,900,1,6.93034709,7.51121477,-0.580867689,-0.0773333883,5.27514669,6.12279609,7.46122553,16.8901788,26.9098105,29.9371711,48.9594667,17.4791277,10.5751835,111.834506,3.77324153,1.29034113,0.987111926,0.655915619,0.356622491,0.257456055,0.193618863,0.320718214,0.538961985,0.253198485,0,0,1,0.341971516,0.261608465,0.173833457,0.0945135603,0.0682320633,0.051313668,0.084998061,0.142837923,0.0671037044,0,0
122,38,1,1800,1,6.39539759,7.51121477,-1.11581719,-0.148553492,6.19413168,6.94799119,7.2492574,16.0447111,25.9858084,29.8669216,44.8148481,17.489762,10.4777859,109.783998,5.49063122,1.1874321,1.43968896,0.905733463,0.93834588,0.581295434,0.474648248,0.199884068,0.0381010638,0,0,0,1,0.216265135,0.262208278,0.164959806,0.170899455,0.10587042,0.0864469365,0.0364045698,0.00693928663,0,0,0
122,38,1,2700,1,6.93034709,7.51121477,-0.580867689,-0.0773333883,6.13474444,6.80193052,7.48118816,16.8852723,26.3278593,29.4090168,46.9632489,17.4876487,10.5516094,111.336462,6.89402833,1.89377765,1.15582083,1.58617587,1.06343145,1.08716771,1.00865685,1.07887276,0.332459487,0,0,0,1,0.27469827,0.167655365,0.230079685,0.154254001,0.157697018,0.146308777,0.15649381,0.0482242704,0,0,0
122,38,1,3600,1,3.74559252,7.51121477,-3.76562225,-0.501333322,6.14603526,6.95282112,7.39357736,16.3471479,26.1897042,30.2166928,41.6332247,17.460105,10.4198281,108.572819,6.90278272,1.84864479,1.14251149,1.31701354,0.854173967,0.791797004,0.474294938,0,0,0,0,0,1,0.267811528,0.165514625,0.190794581,0.123743424,0.114706929,0.0687106863,0,0,0,0,0
